date,website,url,title,text,translated_title,translated_text,category,main_image
2023-12-09,prothomalo,https://www.prothomalo.com/photo/bangladesh/ixr3kvqkh6,বগুড়ায় গরুর মেলা,বাংলাদেশ ডেইরি ফারমার্স অ্যাসোসিয়েশনের (বিডিএফএ) উদ্যোগে দুই দিনব্যাপী উত্তরবঙ্গ গরু মেলা আয়োজন করা হয়েছে। আজ শুক্রবার দুপুর সাড়ে ১২টায় এ মেলা উদ্বোধন করা হয়।,Bogra cow fair,A two-day North Bengal Cow Fair has been organized under the initiative of Bangladesh Dairy Farmers Association (BDFA). The fair was inaugurated today at 12:30 noon on Friday.,Entertainment,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2F5085c749-571c-4d8d-ab70-c1aa4a2c4dda%2F2.jpg?rect=0%2C425%2C3000%2C1575&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-01%2F18c58c05-9e66-46f3-8946-4437460f8f90%2FBanner_7814X143.jpg&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/sports/football/swbka3oj1q,পরের মৌসুমে চ্যাম্পিয়নস লিগে খেলা নিয়েই শঙ্কা গার্দিওলার,"প্রিমিয়ার লিগে অজেয় ম্যান সিটি যেন নিজেরাই এখন ভুলে বসে আছে জয়ের মন্ত্র। অবস্থা এমন যে পেপ গার্দিওলা নিজেই নিশ্চিত নন, পরের মৌসুমে চ্যাম্পিয়নস লিগে খেলতে পারবেন কি না।",Guardiola is worried about playing in the Champions League next season,"Man City, invincible in the Premier League, seems to have forgotten the mantra of victory. The situation is such that Pep Guardiola himself is not sure whether he will be able to play in the Champions League next season.",Business,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2Fe5d66f35-e96f-4841-b271-c2cd511e511a%2Fsteptodown_com684342.jpg?rect=0%2C0%2C2048%2C1075&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/entertainment/drama/hvh5ltcu3s,পারফর্মিং আর্ট ফেস্টিভ্যালে প্রধান বক্তা,পারফর্মিং আর্ট ফেস্টিভ্যালে প্রধান বক্তা,Keynote speaker at the Performing Arts Festival,Keynote speaker at the Performing Arts Festival,Education,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2F98c36734-d4a2-4301-a436-8ef304c64267%2FWhatsApp_Image_2023_12_06_at_4_11_45_PM__1_.jpeg?rect=0%2C0%2C1280%2C672&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/bangladesh/be6mvcnslr,"প্রতিমন্ত্রী এনামুরের আয় বাড়লেও সম্পদ কমেছে, স্ত্রীর কিছু নেই",দুর্যোগ ব্যবস্থাপনা ও ত্রাণ প্রতিমন্ত্রী মো. এনামুর রহমানের আয় ১০ বছরে বেড়েছে পাঁচ গুণের বেশি।,"State Minister Enamur's income has increased but his wealth has decreased, his wife has nothing",State Minister for Disaster Management and Relief. Enamur Rahman's income increased more than five times in 10 years.,Politics,https://images.prothomalo.com/prothomalo%2Fimport%2Fmedia%2F2018%2F12%2F03%2F8b63d7ffe6209d03df16ae1c73cccfb6-5c04e6ec02f83.jpg?rect=0%2C0%2C1600%2C840&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/bangladesh/eyowqebca0,"তাপমাত্রা কমছে, শীতের অনুভূতি বাড়ছে",তাপমাত্রা কমার এই প্রবণতা আগামীকাল শনিবারও অব্যাহত থাকবে।,"The temperature is dropping, the feeling of winter is increasing",This trend of decreasing temperature will continue tomorrow and Saturday.,Sports,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2Ff4cd04fc-7f6f-40bf-b075-6e60c9328441%2F01.jpg?rect=0%2C0%2C4128%2C2167&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/bangladesh/district/8uhqa382ip,আগুন লেগে কলারোয়ার একটি ক্লিনিকের অস্ত্রোপচার কক্ষ ভস্মীভূত,সাতক্ষীরার কলারোয়ায় আগুন লেগে একটি বেসরকারি ক্লিনিকের অস্ত্রোপচার কক্ষ (ওটি) পুড়ে গেছে। আজ শুক্রবার সন্ধ্যা সাড়ে ৭টার দিকে কলারোয়া সরকারি কলেজের দক্ষিণে সাকিব মেমোরিয়াল ক্লিনিকে এ অগ্নিকাণ্ড ঘটে।,A fire destroyed the surgery room of a clinic in Colorado,"A fire has gutted the operating room (OT) of a private clinic at Kalaroa in Satkhira. The fire broke out at Saqib Memorial Clinic, south of Kalaroa Government College, around 7:30 pm today.",Health,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2Fadf7c4ac-65a1-44c3-ae58-fb0608b699f4%2FSatkhira_DH0550_2023120.jpg?rect=2%2C0%2C716%2C376&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/bangladesh/district/r5om3n9ion,গাজায় এত লোক মারা গেলেও বিএনপি মুরব্বিদের খুশি করতে কোনো কথা বলে না: পররাষ্ট্রমন্ত্রী,গাজায় এত লোক মারা গেলেও মুরব্বিদের খুশি করতে বিএনপি কোনো কথা বলে না বলে মন্তব্য করেছেন পররাষ্ট্রমন্ত্রী এ কে আব্দুল মোমেন। আজ শুক্রবার সন্ধ্যায় সিলেট নগরের তোপখানা এলাকার সারদা হলে মৎস্যজীবী লীগের নেতাদের সঙ্গে আলোচনা শেষে সাংবাদিকদের এ কথা বলেন তিনি।,"Despite so many deaths in Gaza, BNP does not say anything to appease the rabbis: Foreign Minister","Foreign Minister AK Abdul Momen commented that even though so many people died in Gaza, BNP did not say anything to please the rabbis. He said this to reporters after a discussion with the leaders of the Fishermen's League at Sarda Hall in Topkhana area of ​​Sylhet city on Friday evening.",Politics,https://images.prothomalo.com/prothomalo-bangla%2F2023-05%2F6d2ab7ba-4410-4f78-bf60-3b017f19fc6f%2FAbdul_Momen.jpg?rect=0%2C0%2C1200%2C630&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/entertainment/song/d00sum65xn,গুলিতে ঝাঁঝরা হয়েছিল এই শিল্পীদের শরীর,গুলিতে ঝাঁঝরা হয়েছিল এই শিল্পীদের শরীর,The bodies of these artists were riddled with bullets,The bodies of these artists were riddled with bullets,Education,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2Fc4b77449-9099-4e29-950a-3b9a95a45b22%2FWhatsApp_Image_2023_12_08_at_12_22_27_PM.jpeg?rect=0%2C0%2C1280%2C672&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/sports/cricket/6qtnd0p5do,প্রথম টেস্টের আগে পাকিস্তান দলে দুঃসংবাদ,"আগামীকাল স্ক্যান করার পর জানা যাবে, তাঁর চোট কতটা গুরুতর। তিনি খেলতে না পারলে বদলি খেলোয়াড়ের নাম ঘোষণা করতে পারে পিসিবি।",Bad news for the Pakistan team ahead of the first Test,"The extent of his injury will be known after the scan tomorrow. If he cannot play, PCB can announce the name of the replacement player.",Technology,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2Ff217961c-39ad-40e3-86fa-d3786232405c%2FGA0JqYraEAAritd.jpg?rect=0%2C0%2C962%2C505&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/poll/nnv3b3amxm,"পুলিশসহ অন্য প্রতিষ্ঠানগুলো এখন দলীয় অনুগত, তাই ওসি–ইউএনওদের বদলি নির্বাচন নিরপেক্ষ করার ক্ষেত্রে তেমন প্রভাব ফেলবে না—টিআইবির নির্বাহী পরিচালক ইফতেখারুজ্জামানের এই বক্তব্যের সঙ্গে আপনি কি একমত?","পুলিশসহ অন্য প্রতিষ্ঠানগুলো এখন দলীয় অনুগত, তাই ওসি–ইউএনওদের বদলি নির্বাচন নিরপেক্ষ করার ক্ষেত্রে তেমন প্রভাব ফেলবে না—টিআইবির নির্বাহী পরিচালক ইফতেখারুজ্জামানের এই বক্তব্যের সঙ্গে আপনি কি একমত?","Other institutions, including the police, are now party loyalists, so the transfer of OC-UNOs will not have much effect in neutralizing the elections—do you agree with the statement of TIB Executive Director Iftekharuzzaman?","Other institutions, including the police, are now party loyalists, so the transfer of OC-UNOs will not have much effect in neutralizing the elections—do you agree with the statement of TIB Executive Director Iftekharuzzaman?",Environment,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2F1641b3b9-54d7-409d-97cd-dac722b1cf0e%2FUntitled_6.jpg?rect=0%2C0%2C1248%2C655&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/bangladesh/district/yxrawaumat,পাঁচ বছরে পংকজের অস্থাবর সম্পদ বেড়েছে প্রায় ৩ গুণ,পাঁচ বছরে বরিশাল-৪ (মেহেন্দীগঞ্জ-হিজলা) আসনের সংসদ সদস্য পংকজ নাথের বার্ষিক আয় বেড়েছে মাত্র সাড়ে সাত লাখ টাকা। একই সময়ে তাঁর অস্থাবর সম্পদ বেড়েছে প্রায় তিন গুণ।,Pankaj's movable assets have increased almost 3 times in five years,"In five years, the annual income of Pankaj Nath, Member of Parliament of Barisal-4 (Mehendiganj-Hijla) Constituency has increased by only seven and a half lakh taka. At the same time his movable assets increased almost three times.",Science,https://images.prothomalo.com/prothomalo%2Fimport%2Fmedia%2F2019%2F10%2F16%2Fd021e4dfb46852ab69dc90791a98dd77-5da6a9621fe72.jpg?rect=0%2C35%2C720%2C378&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/bangladesh/district/mszigv2xq0,দুর্বৃত্তরা আজ দেশে শক্তিমান: রফিউর রাব্বি,ত্বকী হত্যার পর থেকে বিচার শুরু ও চিহ্নিত আসামিদের গ্রেপ্তারের দাবিতে প্রতি মাসের ৮ তারিখ মোমশিখা প্রজ্বালনসহ বিভিন্ন কর্মসূচি পালন করে আসছে নারায়ণগঞ্জ সাংস্কৃতিক জোট।,Rogues are strong in the country today: Rafiur Rabbi,Narayanganj Cultural Alliance has been holding various programs including lighting candles on the 8th of every month to demand the start of trial and the arrest of the identified accused since the murder of Takki.,Education,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2F9930835e-4a6b-4a06-9c17-6d94705653b4%2FNarayangonj_DH0777_20231208_20231208190355_038A2245.JPG?rect=0%2C0%2C1920%2C1008&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,bondhushava,https://www.bondhushava.com/writings/9di3jyevgp,আজব আঁধার,"প্রত্যুষ রবি মুখ ঢাকে লজ্জায় নেকাবে
সন্ধ্যা তারার পেছনে সে দাঁড়িয়ে থাকে
ব্যথিত আঁখিতে,
আলোকে আজকাল বেগানা মনে হয়
তার চক্ষুতে পৌঢ়ত্বের ছাপ
আঁধারে পোড়ে আলোর দীপালি
তার ভেতর পোড়ে, বাহির পোড়ে
যেন অগ্নিদগ্ধ চিতা।
বেঁচে আছে অন্ধ, বধির হয়ে
শরীর মোড়ানো আঁধারের বোরকায়।",strange darkness,"Pratyush Ravi will hide his face in shame
He stands behind the evening star
in pained eyes,
Light seems alien these days
A look of maturity in his eyes
Diwali of light burns in darkness
Burning inside, burning outside
Like a burning cheetah.
Living blind, deaf
The body is wrapped in a veil of darkness.",Technology,https://images.prothomalo.com/prothomalo-bangla%2F2023-05%2F37acc8ff-0c83-4d3e-8141-c910c82c97dc%2FCapture___.JPG?rect=15%2C0%2C581%2C305&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-05%2Feb8b952a-4710-4bb3-a408-066b4bbbd9a8%2FFinal_Bondhushava_OG_watermark_01.png&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/opinion/wobjlbeqbd,ইউরোপীয় ইউনিয়ন কি এবার চীনের বাজারে ঢুকতে পারবে?,চীনের আগ্রাসী শিল্পনীতির দিকে আমাদের মনোযোগ আকর্ষণ করে। ইউরোপিয়ান কমিশন চীনের শিল্পনীতিকে অন্যায্য প্রতিযোগিতা বলেছে। চীন তাদের প্রধান শিল্পগুলোয় বড় ভর্তুকি দিয়ে যাচ্ছে। এসব শিল্প থেকে উৎপাদিত পণ্য ইউরোপের বাজারে ইউরোপে উৎপাদিত এবং অন্য কোথাও উৎপাদিত পণ্যের সঙ্গে প্রতিযোগিতা করে।,Can the European Union enter the Chinese market?,Draws our attention to China's aggressive industrial policy. The European Commission has called China's industrial policies unfair competition. China continues to subsidize their key industries heavily. Products from these industries compete in the European market with products produced in Europe and produced elsewhere.,Health,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2Fd246dc9e-cd10-490b-98da-be37df815fe8%2Feconomics.PNG?rect=0%2C37%2C559%2C293&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-01%2F5a36c819-05a2-4bfb-ac50-57dd67355acb%2FBanner_7814X143.jpg&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/entertainment/tv/t0043lwzas,"১৫১ নাটক, সিনেমার নাম দিয়ে আফরান নিশোকে ভক্তের চিঠি!","এবার আফরান নিশোর এক ভক্ত লিখেছেন খোলাচিঠি। সেই চিঠি বিশেষত্ব, প্রিয় তারকার ১৫১টি নাটক, ওয়েব সিরিজের নাম দিয়ে সাজানো হয়েছে চিঠিটি। দেখে নিতে পারেন চিঠিটি।","151 dramas, movies with the name of Afran Nisho's letter!","Now a fan of Afran Nisho has written an open letter. That letter is special, the letter is arranged with the name of the favorite star's 151 plays, web series. You can see the letter.",Business,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2Fea1a7af5-b7af-46c2-b24b-b95e26c44897%2FWhatsApp_Image_2023_08_06_at_9_21_00_PM__1_.jpeg?rect=0%2C0%2C1600%2C840&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/bangladesh/district/rjtozlrz3u,রাজশাহীতে আওয়ামী লীগের প্রার্থীর সমর্থকদের বিরুদ্ধে মাছ লুটের অভিযোগ,দ্বাদশ সংসদ নির্বাচনে রাজশাহী-৩ (পবা-মোহনপুর) আসনের আওয়ামী লীগের প্রার্থী মোহা. আসাদুজ্জামান আসাদ। তাঁর কর্মীদের বিরুদ্ধে ইজারা নেওয়া বিলের মাছ লুটের অভিযোগে সংবাদ সম্মেলন করা হয়েছে। বিল ইজারা গ্রহণকারী সমিতির সভাপতি অনিল কুমার আজ শুক্রবার দুপুরে রাজশাহী সাংবাদিক ইউনিয়ন কার্যালয়ে সংবাদ সম্মেলন করে অভিযোগ তুলে ধরেছেন।,Allegation of fish looting against supporters of Awami League candidate in Rajshahi,"Awami League candidate for Rajshahi-3 (Paba-Mohanpur) constituency in the 12th parliamentary election Moha. Asaduzzaman Asad. A press conference has been held against his staff for allegedly stealing fish from the leased bill. Anil Kumar, President of the Bill Lease Accepting Association, held a press conference at the Rajshahi Journalist Union office on Friday afternoon and raised the complaint.",Entertainment,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2F2a90b6d7-4675-4f84-a6d2-96f8f262aea7%2FRajshahi_DH06.jpg?rect=0%2C143%2C1280%2C672&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
2023-12-09,prothomalo,https://www.prothomalo.com/politics/59y1db93c8,জাতীয় পার্টি জাতির জন্য বিষফোঁড়া,ইসলামী আন্দোলনের সভাপতিমণ্ডলীর সদস্য সৈয়দ মোসাদ্দেক বিল্লাহ আল-মাদানী জাতীয় পার্টির কঠোর সমালোচনা করেছেন।,Jatiya Party is poison for the nation,"Syed Mosaddeq Billah Al-Madani, a member of the Presidium of the Islamic Movement, criticized the Jatiya Party.",Entertainment,https://images.prothomalo.com/prothomalo-bangla%2F2023-12%2F4a58f7e4-8ca5-471f-978f-a52290589539%2FUntitled_5.jpg?rect=0%2C3%2C964%2C506&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-01%2F5a36c819-05a2-4bfb-ac50-57dd67355acb%2FBanner_7814X143.jpg&overlay_position=bottom&overlay_width_pct=1
